Date,Gmt time,open,high,low,close,volume
2024.03.26,9:39,1.0844,1.0844,1.08438,1.0844,11
2024.03.26,9:40,1.08439,1.08442,1.08439,1.08442,10
2024.03.26,9:41,1.08442,1.08445,1.08442,1.08444,10
2024.03.26,9:42,1.08444,1.08446,1.08444,1.08444,19
2024.03.26,9:43,1.08444,1.08445,1.08444,1.08444,11
2024.03.26,9:44,1.08444,1.08446,1.08444,1.08445,10
2024.03.26,9:45,1.08445,1.08446,1.08444,1.08444,10
2024.03.26,9:46,1.08444,1.0845,1.08444,1.08449,12
2024.03.26,9:47,1.08449,1.08462,1.08449,1.08462,17
2024.03.26,9:48,1.08457,1.08473,1.08457,1.08471,15
2024.03.26,9:49,1.08468,1.08469,1.08467,1.08468,8
2024.03.26,9:50,1.08468,1.08472,1.08467,1.08471,15
2024.03.26,9:51,1.08471,1.08471,1.08469,1.0847,4
2024.03.26,9:52,1.0847,1.08471,1.08469,1.0847,10
2024.03.26,9:53,1.08469,1.08472,1.08469,1.0847,14
2024.03.26,9:54,1.0847,1.0848,1.0847,1.0848,14
2024.03.26,9:55,1.0848,1.08481,1.08477,1.0848,18
2024.03.26,9:56,1.08479,1.0848,1.08479,1.0848,4
2024.03.26,9:57,1.08481,1.08481,1.08471,1.08472,14
2024.03.26,9:58,1.08472,1.08473,1.08471,1.08472,16
2024.03.26,9:59,1.08472,1.08474,1.08471,1.08471,19
2024.03.26,10:00,1.08471,1.08478,1.0847,1.08478,39
2024.03.26,10:01,1.08478,1.08478,1.0847,1.08476,26
2024.03.26,10:02,1.08476,1.08476,1.08471,1.08471,14
2024.03.26,10:03,1.08471,1.08472,1.0847,1.08472,12
2024.03.26,10:04,1.08472,1.08477,1.0847,1.08477,20
2024.03.26,10:05,1.08476,1.08482,1.08476,1.0848,17
2024.03.26,10:06,1.0848,1.08486,1.0848,1.08481,16
2024.03.26,10:07,1.08481,1.08483,1.08481,1.08482,5
2024.03.26,10:08,1.08484,1.08487,1.08484,1.08486,21
2024.03.26,10:09,1.08485,1.08487,1.08485,1.08486,16
2024.03.26,10:10,1.08486,1.08495,1.08485,1.08486,15
2024.03.26,10:11,1.08485,1.08487,1.08482,1.08486,23
2024.03.26,10:12,1.08486,1.08486,1.08485,1.08485,10
2024.03.26,10:13,1.08485,1.08487,1.08483,1.08485,11
2024.03.26,10:14,1.08485,1.08487,1.08485,1.08485,17
2024.03.26,10:15,1.08485,1.08486,1.08481,1.08481,7
2024.03.26,10:16,1.08481,1.08481,1.08463,1.08465,26
2024.03.26,10:17,1.08465,1.08475,1.08465,1.08475,4
2024.03.26,10:18,1.08475,1.08475,1.0847,1.08471,11
2024.03.26,10:19,1.08471,1.08471,1.08467,1.08469,11
2024.03.26,10:20,1.08469,1.08475,1.08465,1.08466,30
2024.03.26,10:21,1.08466,1.08475,1.08465,1.08471,30
2024.03.26,10:22,1.08471,1.08481,1.08469,1.08481,16
2024.03.26,10:23,1.08481,1.08485,1.0848,1.0848,30
2024.03.26,10:24,1.0848,1.08485,1.0848,1.08485,6
2024.03.26,10:25,1.08485,1.08492,1.08484,1.08487,21
2024.03.26,10:26,1.08487,1.08492,1.08485,1.0849,36
2024.03.26,10:27,1.0849,1.0849,1.08488,1.0849,20
2024.03.26,10:28,1.08489,1.08495,1.08489,1.08495,18
2024.03.26,10:29,1.08495,1.08496,1.08495,1.08496,12
2024.03.26,10:30,1.08496,1.08503,1.08495,1.08499,27
2024.03.26,10:31,1.08499,1.08511,1.08496,1.08508,28
2024.03.26,10:32,1.08508,1.08519,1.08507,1.0851,22
2024.03.26,10:33,1.0851,1.0851,1.08505,1.08506,17
2024.03.26,10:34,1.08506,1.08506,1.085,1.085,9
2024.03.26,10:35,1.085,1.08507,1.08497,1.08505,22
2024.03.26,10:36,1.08505,1.08506,1.08505,1.08505,3
2024.03.26,10:37,1.08505,1.08505,1.08499,1.085,9
2024.03.26,10:38,1.085,1.085,1.08497,1.085,9
2024.03.26,10:39,1.085,1.0851,1.085,1.0851,21
2024.03.26,10:40,1.0851,1.08511,1.08505,1.0851,19
2024.03.26,10:41,1.0851,1.0851,1.0851,1.0851,1
2024.03.26,10:42,1.0851,1.08513,1.08507,1.08511,12
2024.03.26,10:43,1.08511,1.08512,1.08509,1.08509,7
2024.03.26,10:44,1.08509,1.08509,1.085,1.085,20
2024.03.26,10:45,1.085,1.08502,1.08496,1.08499,15
2024.03.26,10:46,1.08499,1.085,1.08494,1.08494,19
2024.03.26,10:47,1.08495,1.08495,1.08494,1.08495,15
2024.03.26,10:48,1.08495,1.08495,1.08485,1.08485,10
2024.03.26,10:49,1.08485,1.08496,1.08485,1.08496,18
2024.03.26,10:50,1.08496,1.08496,1.08485,1.08486,28
2024.03.26,10:51,1.08486,1.08491,1.08484,1.0849,14
2024.03.26,10:52,1.0849,1.08491,1.08486,1.0849,13
2024.03.26,10:53,1.0849,1.08499,1.0849,1.08499,15
2024.03.26,10:54,1.08499,1.085,1.08496,1.08499,8
2024.03.26,10:55,1.08499,1.08512,1.08499,1.08512,22
2024.03.26,10:56,1.08512,1.08512,1.085,1.08504,37
2024.03.26,10:57,1.08504,1.08517,1.08502,1.08517,36
2024.03.26,10:58,1.08517,1.08518,1.08511,1.08511,23
2024.03.26,10:59,1.08511,1.08511,1.08506,1.08506,12
2024.03.26,11:00,1.08507,1.08507,1.0849,1.08501,48
2024.03.26,11:01,1.08501,1.08506,1.08495,1.08497,31
2024.03.26,11:02,1.08497,1.0851,1.08495,1.0851,48
2024.03.26,11:03,1.0851,1.08519,1.08506,1.08514,30
2024.03.26,11:04,1.08514,1.08528,1.08511,1.08527,40
2024.03.26,11:05,1.08527,1.08527,1.08512,1.08515,32
2024.03.26,11:06,1.08514,1.08515,1.08514,1.08514,15
2024.03.26,11:07,1.08514,1.08528,1.08514,1.08527,23
2024.03.26,11:08,1.08527,1.08527,1.08513,1.08515,22
2024.03.26,11:09,1.08511,1.08516,1.0851,1.0851,23
2024.03.26,11:10,1.0851,1.08512,1.08509,1.0851,13
2024.03.26,11:11,1.0851,1.08511,1.08499,1.08501,36
2024.03.26,11:12,1.08501,1.08501,1.08498,1.085,12
2024.03.26,11:13,1.085,1.08501,1.08499,1.08501,19
2024.03.26,11:14,1.08502,1.08508,1.085,1.08507,36
2024.03.26,11:15,1.08507,1.08507,1.08505,1.08507,23
2024.03.26,11:16,1.08507,1.08507,1.08501,1.08501,26
2024.03.26,11:17,1.08501,1.08502,1.08498,1.085,22
2024.03.26,11:18,1.085,1.08501,1.0849,1.08492,29
2024.03.26,11:19,1.08492,1.08492,1.08484,1.08485,21
2024.03.26,11:20,1.08485,1.08487,1.08481,1.08484,24
2024.03.26,11:21,1.08484,1.08484,1.08474,1.08477,21
2024.03.26,11:22,1.08476,1.0848,1.08471,1.08477,22
2024.03.26,11:23,1.08478,1.08478,1.08473,1.08473,20
2024.03.26,11:24,1.08473,1.08479,1.08473,1.08475,27
2024.03.26,11:25,1.08475,1.08486,1.08474,1.08483,32
2024.03.26,11:26,1.08483,1.08485,1.08467,1.08468,36
2024.03.26,11:27,1.08468,1.08473,1.08462,1.08463,49
2024.03.26,11:28,1.08464,1.08471,1.08464,1.08464,29
2024.03.26,11:29,1.08464,1.08476,1.08464,1.08474,17
2024.03.26,11:30,1.08474,1.08485,1.08472,1.08477,35
2024.03.26,11:31,1.08477,1.0848,1.08464,1.08464,35
2024.03.26,11:32,1.08464,1.0847,1.08461,1.08469,36
2024.03.26,11:33,1.08469,1.08477,1.08468,1.08474,61
2024.03.26,11:34,1.08474,1.08492,1.08474,1.0849,34
2024.03.26,11:35,1.0849,1.08493,1.08489,1.0849,13
2024.03.26,11:36,1.08489,1.08494,1.08474,1.08474,39
2024.03.26,11:37,1.08474,1.0848,1.08459,1.0846,29
2024.03.26,11:38,1.08459,1.08473,1.08459,1.08464,27
2024.03.26,11:39,1.08464,1.08466,1.08455,1.08455,25
2024.03.26,11:40,1.08455,1.08455,1.08439,1.0844,36
2024.03.26,11:41,1.08439,1.08439,1.08428,1.08433,36
2024.03.26,11:42,1.08433,1.08438,1.08428,1.08429,39
2024.03.26,11:43,1.08429,1.08439,1.08429,1.08439,29
2024.03.26,11:44,1.08439,1.08449,1.08439,1.08444,31
2024.03.26,11:45,1.08444,1.08444,1.08438,1.08443,20
2024.03.26,11:46,1.08443,1.08446,1.0844,1.08441,28
2024.03.26,11:47,1.08441,1.08443,1.08429,1.08433,23
2024.03.26,11:48,1.08433,1.08434,1.08428,1.08433,12
2024.03.26,11:49,1.08433,1.08433,1.08427,1.08429,28
2024.03.26,11:50,1.08429,1.08429,1.08419,1.08423,13
2024.03.26,11:51,1.08423,1.08435,1.08423,1.08434,26
2024.03.26,11:52,1.08434,1.08446,1.08433,1.08443,33
2024.03.26,11:53,1.08443,1.08446,1.08438,1.08444,20
2024.03.26,11:54,1.08444,1.08446,1.08439,1.08444,36
2024.03.26,11:55,1.08442,1.0845,1.08439,1.08448,38
2024.03.26,11:56,1.08448,1.08456,1.0844,1.08441,41
2024.03.26,11:57,1.08439,1.0844,1.08418,1.08418,52
2024.03.26,11:58,1.08418,1.08419,1.08402,1.08402,24
2024.03.26,11:59,1.08403,1.08422,1.08397,1.08422,45
2024.03.26,12:00,1.08421,1.08423,1.08398,1.084,77
2024.03.26,12:01,1.08402,1.08405,1.08387,1.08387,39
2024.03.26,12:02,1.08387,1.0841,1.08386,1.0841,49
2024.03.26,12:03,1.0841,1.0842,1.08408,1.08415,48
2024.03.26,12:04,1.08415,1.08416,1.08402,1.08404,32
2024.03.26,12:05,1.08404,1.0842,1.08404,1.0842,58
2024.03.26,12:06,1.0842,1.08422,1.08413,1.08419,40
2024.03.26,12:07,1.08419,1.08431,1.08409,1.08425,45
2024.03.26,12:08,1.08425,1.0843,1.08417,1.08417,36
2024.03.26,12:09,1.08417,1.08425,1.08414,1.08415,42
2024.03.26,12:10,1.08417,1.08418,1.08391,1.08391,52
2024.03.26,12:11,1.08391,1.08404,1.0839,1.08403,35
2024.03.26,12:12,1.08402,1.08411,1.08392,1.08407,62
2024.03.26,12:13,1.08407,1.08412,1.08402,1.08408,36
2024.03.26,12:14,1.08408,1.08412,1.08403,1.0841,40
2024.03.26,12:15,1.0841,1.08423,1.0841,1.08419,33
2024.03.26,12:16,1.08418,1.08429,1.08412,1.08413,42
2024.03.26,12:17,1.08414,1.08421,1.08407,1.08409,46
2024.03.26,12:18,1.08409,1.08411,1.08406,1.08409,25
2024.03.26,12:19,1.08408,1.08414,1.08403,1.08414,37
2024.03.26,12:20,1.08414,1.08426,1.08412,1.08422,43
2024.03.26,12:21,1.08422,1.08422,1.08413,1.08418,36
2024.03.26,12:22,1.08418,1.08418,1.084,1.08402,24
2024.03.26,12:23,1.08402,1.08421,1.08402,1.0842,45
2024.03.26,12:24,1.0842,1.0843,1.0842,1.0843,51
2024.03.26,12:25,1.08428,1.08436,1.08423,1.08434,53
2024.03.26,12:26,1.08434,1.08435,1.08428,1.08435,40
2024.03.26,12:27,1.08436,1.08441,1.08434,1.0844,44
2024.03.26,12:28,1.0844,1.08453,1.08439,1.0845,42
2024.03.26,12:29,1.0845,1.0846,1.0845,1.08457,55
2024.03.26,12:30,1.08458,1.08468,1.08456,1.08467,49
2024.03.26,12:31,1.08467,1.08475,1.08467,1.08474,44
2024.03.26,12:32,1.08474,1.08474,1.08464,1.08469,39
2024.03.26,12:33,1.0847,1.08477,1.08465,1.08473,42
2024.03.26,12:34,1.08473,1.08487,1.0847,1.08487,47
2024.03.26,12:35,1.08487,1.085,1.08484,1.085,48
2024.03.26,12:36,1.08501,1.08502,1.0849,1.0849,48
2024.03.26,12:37,1.08491,1.08491,1.08476,1.08476,39
2024.03.26,12:38,1.08476,1.08486,1.08476,1.08486,30
2024.03.26,12:39,1.08486,1.08505,1.08486,1.085,48
2024.03.26,12:40,1.08501,1.08506,1.08499,1.08506,30
2024.03.26,12:41,1.08506,1.0851,1.085,1.08509,43
2024.03.26,12:42,1.08508,1.08517,1.08508,1.08514,34
2024.03.26,12:43,1.08514,1.08516,1.08505,1.08507,31
2024.03.26,12:44,1.08507,1.08507,1.08492,1.08494,30
2024.03.26,12:45,1.08493,1.08502,1.08493,1.08499,35
2024.03.26,12:46,1.08497,1.08503,1.08482,1.08484,43
2024.03.26,12:47,1.08484,1.08485,1.08473,1.08474,47
2024.03.26,12:48,1.08474,1.08474,1.0847,1.0847,26
2024.03.26,12:49,1.0847,1.0847,1.08457,1.08463,36
2024.03.26,12:50,1.08463,1.08463,1.08453,1.08455,36
2024.03.26,12:51,1.08455,1.0847,1.08455,1.08469,42
2024.03.26,12:52,1.08469,1.0848,1.08469,1.08479,28
2024.03.26,12:53,1.08479,1.08481,1.08473,1.08475,35
2024.03.26,12:54,1.08475,1.08483,1.08475,1.08481,37
2024.03.26,12:55,1.0848,1.08488,1.08474,1.08485,32
2024.03.26,12:56,1.08486,1.08491,1.08479,1.08485,31
2024.03.26,12:57,1.08485,1.0849,1.08484,1.08489,21
2024.03.26,12:58,1.08489,1.08498,1.08489,1.08496,36
2024.03.26,12:59,1.08495,1.08497,1.0849,1.08495,41
2024.03.26,13:00,1.08494,1.08501,1.08483,1.08485,56
2024.03.26,13:01,1.08485,1.08486,1.0848,1.08484,34
2024.03.26,13:02,1.08484,1.08501,1.08484,1.085,25
2024.03.26,13:03,1.08499,1.08505,1.08485,1.08486,44
2024.03.26,13:04,1.08486,1.08495,1.08486,1.08491,37
2024.03.26,13:05,1.08491,1.08492,1.08476,1.08477,43
2024.03.26,13:06,1.08476,1.08483,1.0847,1.08481,40
2024.03.26,13:07,1.08481,1.08488,1.08479,1.0848,36
2024.03.26,13:08,1.0848,1.08491,1.08472,1.08472,48
2024.03.26,13:09,1.08472,1.08487,1.08472,1.08487,38
2024.03.26,13:10,1.08487,1.0849,1.08474,1.08474,44
2024.03.26,13:11,1.08473,1.08473,1.08466,1.08472,24
2024.03.26,13:12,1.08472,1.08482,1.08462,1.08462,39
2024.03.26,13:13,1.08462,1.08474,1.08462,1.08467,31
2024.03.26,13:14,1.08467,1.0848,1.08466,1.08471,23
2024.03.26,13:15,1.08471,1.08471,1.08455,1.08465,43
2024.03.26,13:16,1.08465,1.08473,1.08465,1.08472,30
2024.03.26,13:17,1.08472,1.08483,1.08472,1.08479,20
2024.03.26,13:18,1.08479,1.08506,1.08479,1.08506,25
2024.03.26,13:19,1.08506,1.08518,1.08505,1.08516,45
2024.03.26,13:20,1.08516,1.08516,1.08501,1.08501,46
2024.03.26,13:21,1.085,1.08512,1.08497,1.08511,54
2024.03.26,13:22,1.08512,1.08522,1.0851,1.08511,35
2024.03.26,13:23,1.08511,1.08514,1.08508,1.08513,30
2024.03.26,13:24,1.08512,1.08525,1.08511,1.08519,29
2024.03.26,13:25,1.0852,1.08534,1.08514,1.08534,34
2024.03.26,13:26,1.08534,1.08535,1.08524,1.08529,36
2024.03.26,13:27,1.08529,1.08531,1.08521,1.0853,32
2024.03.26,13:28,1.08529,1.08531,1.08524,1.08527,33
2024.03.26,13:29,1.08527,1.08533,1.08526,1.08531,50
2024.03.26,13:30,1.0853,1.08546,1.0853,1.08546,55
2024.03.26,13:31,1.08546,1.0855,1.08537,1.08549,56
2024.03.26,13:32,1.08551,1.08557,1.08548,1.08551,32
2024.03.26,13:33,1.08551,1.08554,1.08547,1.08552,38
2024.03.26,13:34,1.08552,1.08553,1.08541,1.08547,36
2024.03.26,13:35,1.08547,1.08547,1.0853,1.0853,40
2024.03.26,13:36,1.0853,1.08532,1.08521,1.08528,42
2024.03.26,13:37,1.0853,1.08532,1.08522,1.08531,38
2024.03.26,13:38,1.08533,1.08533,1.08525,1.08532,14
2024.03.26,13:39,1.08532,1.08532,1.08526,1.08527,14
2024.03.26,13:40,1.08527,1.08527,1.08512,1.08516,29
2024.03.26,13:41,1.08518,1.08537,1.08515,1.08527,58
2024.03.26,13:42,1.08528,1.08535,1.08527,1.08531,52
2024.03.26,13:43,1.08531,1.08537,1.08521,1.08526,48
2024.03.26,13:44,1.08525,1.0853,1.08521,1.08524,39
2024.03.26,13:45,1.08524,1.08537,1.08519,1.08534,51
2024.03.26,13:46,1.08534,1.08537,1.08531,1.08536,53
2024.03.26,13:47,1.08536,1.08537,1.08529,1.08529,37
2024.03.26,13:48,1.08529,1.08547,1.08529,1.08535,49
2024.03.26,13:49,1.08535,1.08546,1.08534,1.08544,44
2024.03.26,13:50,1.08544,1.08546,1.0854,1.08544,67
2024.03.26,13:51,1.0854,1.08541,1.08536,1.08539,37
2024.03.26,13:52,1.08539,1.08542,1.08536,1.08542,17
2024.03.26,13:53,1.08542,1.08545,1.08538,1.08545,32
2024.03.26,13:54,1.08546,1.08547,1.08545,1.08545,7
2024.03.26,13:55,1.08545,1.0855,1.08543,1.08544,21
2024.03.26,13:56,1.08544,1.08548,1.08535,1.08536,32
2024.03.26,13:57,1.08536,1.08546,1.08535,1.0854,48
2024.03.26,13:58,1.0854,1.08545,1.08535,1.08545,58
2024.03.26,13:59,1.08545,1.08545,1.08532,1.08537,31
2024.03.26,14:00,1.08537,1.08555,1.0853,1.08555,39
2024.03.26,14:01,1.08555,1.08562,1.08554,1.08557,36
2024.03.26,14:02,1.08557,1.08559,1.08548,1.08556,45
2024.03.26,14:03,1.08556,1.08557,1.0855,1.08554,32
2024.03.26,14:04,1.08554,1.08565,1.08553,1.08562,31
2024.03.26,14:05,1.08562,1.08566,1.08558,1.08566,20
2024.03.26,14:06,1.08566,1.08575,1.08566,1.08567,12
2024.03.26,14:07,1.08567,1.08567,1.08548,1.08551,37
2024.03.26,14:08,1.08551,1.08561,1.08551,1.08557,50
2024.03.26,14:09,1.08557,1.0856,1.08542,1.08543,41
2024.03.26,14:10,1.08543,1.08554,1.08541,1.0855,43
2024.03.26,14:11,1.0855,1.08558,1.0855,1.0855,48
2024.03.26,14:12,1.0855,1.08566,1.0855,1.08561,45
2024.03.26,14:13,1.08561,1.08586,1.08559,1.08583,59
2024.03.26,14:14,1.08583,1.08593,1.08583,1.08589,49
2024.03.26,14:15,1.08589,1.0859,1.08582,1.08583,45
2024.03.26,14:16,1.08583,1.08588,1.0858,1.08588,56
2024.03.26,14:17,1.08588,1.08598,1.08581,1.08587,45
2024.03.26,14:18,1.08587,1.08587,1.08577,1.08585,52
2024.03.26,14:19,1.08585,1.08592,1.08579,1.0858,47
2024.03.26,14:20,1.08581,1.08584,1.08574,1.08574,49
2024.03.26,14:21,1.08574,1.0858,1.08571,1.08577,29
2024.03.26,14:22,1.08578,1.0858,1.08571,1.08572,37
2024.03.26,14:23,1.08572,1.08582,1.08571,1.08577,45
2024.03.26,14:24,1.08577,1.08585,1.08576,1.08581,49
2024.03.26,14:25,1.08581,1.08592,1.08579,1.08591,40
2024.03.26,14:26,1.08593,1.08599,1.08592,1.08599,23
2024.03.26,14:27,1.08599,1.08599,1.08597,1.08599,7
2024.03.26,14:28,1.08599,1.08609,1.08599,1.08609,24
2024.03.26,14:29,1.08609,1.08619,1.08609,1.08619,24
2024.03.26,14:30,1.08619,1.08627,1.08619,1.08625,41
2024.03.26,14:31,1.08628,1.0864,1.08626,1.0864,47
2024.03.26,14:32,1.0864,1.0864,1.08631,1.08634,29
2024.03.26,14:33,1.08634,1.08636,1.08627,1.08628,43
2024.03.26,14:34,1.08628,1.0863,1.08627,1.08629,33
2024.03.26,14:35,1.08629,1.08635,1.08628,1.08634,26
2024.03.26,14:36,1.08634,1.08643,1.08632,1.08633,41
2024.03.26,14:37,1.08633,1.08634,1.08626,1.08628,40
2024.03.26,14:38,1.08629,1.0863,1.08618,1.08618,28
2024.03.26,14:39,1.08619,1.08619,1.08605,1.08606,33
2024.03.26,14:40,1.08606,1.08609,1.08599,1.086,34
2024.03.26,14:41,1.08599,1.086,1.08587,1.08587,17
2024.03.26,14:42,1.08587,1.086,1.08587,1.08598,17
2024.03.26,14:43,1.08597,1.08597,1.08587,1.08588,22
2024.03.26,14:44,1.08588,1.08595,1.08588,1.08594,15
2024.03.26,14:45,1.08593,1.08593,1.08578,1.08578,14
2024.03.26,14:46,1.08578,1.08578,1.08563,1.08563,11
2024.03.26,14:47,1.08563,1.08578,1.08563,1.08577,35
2024.03.26,14:48,1.08575,1.08582,1.08572,1.08578,21
2024.03.26,14:49,1.08578,1.08582,1.08574,1.08576,24
2024.03.26,14:50,1.08576,1.08582,1.08573,1.08582,34
2024.03.26,14:51,1.08582,1.08583,1.08579,1.08582,29
2024.03.26,14:52,1.08583,1.08588,1.08572,1.08573,32
2024.03.26,14:53,1.08573,1.08579,1.08571,1.08573,23
2024.03.26,14:54,1.08569,1.08587,1.08567,1.08587,22
2024.03.26,14:55,1.08587,1.08588,1.08572,1.08572,24
2024.03.26,14:56,1.08572,1.08577,1.08567,1.08568,21
2024.03.26,14:57,1.08568,1.08572,1.08562,1.08568,34
2024.03.26,14:58,1.08568,1.08568,1.08557,1.08558,55
2024.03.26,14:59,1.08558,1.08562,1.0855,1.08552,38
2024.03.26,15:00,1.08552,1.08556,1.0854,1.08553,45
2024.03.26,15:01,1.08553,1.08557,1.08548,1.08557,22
2024.03.26,15:02,1.08557,1.08566,1.08553,1.08564,36
2024.03.26,15:03,1.08563,1.08574,1.08562,1.08569,24
2024.03.26,15:04,1.08569,1.08569,1.08557,1.0856,42
2024.03.26,15:05,1.0856,1.08561,1.08547,1.08549,26
2024.03.26,15:06,1.08549,1.0857,1.08548,1.08569,43
2024.03.26,15:07,1.08569,1.0857,1.08561,1.08564,27
2024.03.26,15:08,1.08564,1.08569,1.08559,1.08566,30
2024.03.26,15:09,1.08567,1.0858,1.08564,1.08571,55
2024.03.26,15:10,1.08571,1.08582,1.0857,1.08576,39
2024.03.26,15:11,1.08576,1.08576,1.08569,1.08571,17
2024.03.26,15:12,1.08571,1.08578,1.0857,1.08575,15
2024.03.26,15:13,1.08575,1.08592,1.08575,1.08592,45
2024.03.26,15:14,1.0859,1.0859,1.08561,1.08562,57
2024.03.26,15:15,1.08561,1.08571,1.08559,1.08559,47
2024.03.26,15:16,1.08559,1.08561,1.08552,1.0856,43
2024.03.26,15:17,1.0856,1.0856,1.08551,1.08552,23
2024.03.26,15:18,1.08553,1.08562,1.08552,1.0856,34
2024.03.26,15:19,1.08561,1.08564,1.08558,1.08561,38
2024.03.26,15:20,1.0856,1.08562,1.08551,1.08552,29
2024.03.26,15:21,1.08552,1.08552,1.08537,1.08541,44
2024.03.26,15:22,1.0854,1.08544,1.08534,1.08539,24
2024.03.26,15:23,1.08539,1.08544,1.08537,1.0854,41
2024.03.26,15:24,1.0854,1.08563,1.0854,1.08562,47
2024.03.26,15:25,1.08562,1.08567,1.08554,1.08557,33
2024.03.26,15:26,1.08557,1.08562,1.08553,1.08558,37
2024.03.26,15:27,1.08558,1.0856,1.0855,1.0855,26
2024.03.26,15:28,1.0855,1.08552,1.08544,1.08544,25
2024.03.26,15:29,1.08544,1.08549,1.08542,1.08547,35
2024.03.26,15:30,1.08547,1.08562,1.08547,1.08562,41
2024.03.26,15:31,1.08562,1.08564,1.08558,1.08561,29
2024.03.26,15:32,1.08561,1.08567,1.08555,1.08556,51
2024.03.26,15:33,1.08555,1.08569,1.08555,1.08566,44
2024.03.26,15:34,1.08565,1.08574,1.08563,1.08569,44
2024.03.26,15:35,1.08569,1.0857,1.08566,1.08569,27
2024.03.26,15:36,1.08568,1.08572,1.08557,1.0857,36
2024.03.26,15:37,1.0857,1.0858,1.08569,1.0858,37
2024.03.26,15:38,1.0858,1.08588,1.08579,1.08586,44
2024.03.26,15:39,1.08586,1.08598,1.08585,1.08598,42
2024.03.26,15:40,1.08598,1.08598,1.08585,1.08589,28
2024.03.26,15:41,1.08589,1.08591,1.08577,1.0858,30
2024.03.26,15:42,1.08579,1.08583,1.08578,1.08578,27
2024.03.26,15:43,1.08578,1.08582,1.08577,1.0858,22
2024.03.26,15:44,1.08581,1.08583,1.08577,1.08582,36
2024.03.26,15:45,1.08581,1.08589,1.0858,1.08582,26
2024.03.26,15:46,1.08578,1.08584,1.08577,1.08577,21
2024.03.26,15:47,1.08577,1.08587,1.08573,1.08584,29
2024.03.26,15:48,1.08584,1.08584,1.08573,1.08578,36
2024.03.26,15:49,1.08578,1.08592,1.08578,1.0859,23
2024.03.26,15:50,1.08589,1.08597,1.08587,1.08593,36
2024.03.26,15:51,1.08593,1.08599,1.08593,1.08598,43
2024.03.26,15:52,1.08597,1.08598,1.08591,1.08591,36
2024.03.26,15:53,1.08591,1.08593,1.08583,1.08583,34
2024.03.26,15:54,1.08583,1.08589,1.08578,1.08589,36
2024.03.26,15:55,1.08587,1.08588,1.08575,1.08575,51
2024.03.26,15:56,1.08577,1.08582,1.08576,1.08581,28
2024.03.26,15:57,1.08579,1.08594,1.08577,1.08577,49
2024.03.26,15:58,1.08577,1.08581,1.08574,1.08575,45
2024.03.26,15:59,1.08575,1.08575,1.08565,1.08568,36
2024.03.26,16:00,1.08574,1.08577,1.08566,1.08574,70
2024.03.26,16:01,1.08573,1.0858,1.08567,1.08579,57
2024.03.26,16:02,1.08579,1.08579,1.08565,1.08567,39
2024.03.26,16:03,1.08568,1.08571,1.08562,1.08562,50
2024.03.26,16:04,1.08563,1.08564,1.08562,1.08563,14
2024.03.26,16:05,1.08563,1.08564,1.08553,1.08562,27
2024.03.26,16:06,1.08562,1.08566,1.08557,1.08558,29
2024.03.26,16:07,1.08558,1.08566,1.08556,1.08562,28
2024.03.26,16:08,1.08562,1.08564,1.08557,1.08559,27
2024.03.26,16:09,1.08559,1.08569,1.08557,1.08569,26
2024.03.26,16:10,1.08569,1.0857,1.08567,1.08567,18
2024.03.26,16:11,1.08567,1.08567,1.08557,1.08558,21
2024.03.26,16:12,1.08558,1.0856,1.08556,1.08556,18
2024.03.26,16:13,1.08556,1.08568,1.08556,1.08566,32
2024.03.26,16:14,1.08566,1.08582,1.08565,1.0858,38
2024.03.26,16:15,1.0858,1.08593,1.08578,1.08586,23
2024.03.26,16:16,1.08586,1.08586,1.08575,1.08576,11
2024.03.26,16:17,1.08576,1.08577,1.08567,1.08571,15
2024.03.26,16:18,1.08571,1.08573,1.08568,1.08571,25
2024.03.26,16:19,1.08571,1.08571,1.08555,1.08555,25
2024.03.26,16:20,1.08556,1.08556,1.08538,1.08542,52
2024.03.26,16:21,1.08542,1.08544,1.08525,1.08526,49
2024.03.26,16:22,1.08525,1.08526,1.08508,1.08509,46
2024.03.26,16:23,1.08508,1.08509,1.08496,1.08499,64
2024.03.26,16:24,1.08499,1.08505,1.08491,1.08502,54
2024.03.26,16:25,1.08502,1.08528,1.08502,1.08514,69
2024.03.26,16:26,1.08514,1.08516,1.08503,1.08504,34
2024.03.26,16:27,1.08504,1.08518,1.08504,1.08513,37
2024.03.26,16:28,1.08513,1.08519,1.08508,1.08518,16
2024.03.26,16:29,1.08518,1.08533,1.08512,1.08512,35
2024.03.26,16:30,1.08511,1.0853,1.08495,1.08522,87
2024.03.26,16:31,1.08524,1.08533,1.08518,1.08528,44
2024.03.26,16:32,1.08528,1.08537,1.08524,1.08535,53
2024.03.26,16:33,1.08535,1.08545,1.08527,1.08528,71
2024.03.26,16:34,1.08528,1.08528,1.0851,1.08512,86
2024.03.26,16:35,1.08512,1.08522,1.08501,1.08522,61
2024.03.26,16:36,1.08522,1.08526,1.08514,1.08521,51
2024.03.26,16:37,1.08522,1.08548,1.08522,1.08546,68
2024.03.26,16:38,1.08547,1.08552,1.08542,1.08547,43
2024.03.26,16:39,1.08547,1.08562,1.08545,1.08557,50
2024.03.26,16:40,1.08557,1.0856,1.08539,1.08539,50
2024.03.26,16:41,1.0854,1.08541,1.08518,1.08524,54
2024.03.26,16:42,1.08524,1.08533,1.08519,1.08526,53
